FECHA,PREDICCION_AGUA,ID_EMBALSE
2025-05-01,6.580727057450883,250
2025-06-01,6.582170789428542,250
2025-07-01,6.583567949406923,250
2025-08-01,6.585011681384582,250
2025-09-01,6.586455413362241,250
2025-10-01,6.587852573340623,250
2024-11-01,25.964503724055653,254
2024-12-01,25.96526706098812,254
2025-01-01,25.966055842484995,254
2025-02-01,25.966844623981874,254
2025-03-01,25.967557071785507,254
2025-04-01,25.968345853282386,254
2025-05-01,25.969109190214848,254
2025-06-01,25.969897971711728,254
2025-07-01,25.97066130864419,254
2025-08-01,25.97145009014107,254
2025-09-01,25.972238871637945,254
2025-10-01,25.97300220857041,254
2024-11-01,346.75582937238687,255
2024-12-01,346.5640537928348,255
2025-01-01,346.36588569396463,255
2025-02-01,346.16771759509356,255
2025-03-01,345.9887270541785,255
2025-04-01,345.79055895530837,255
2025-05-01,345.5987833757563,255
2025-06-01,345.4006152768852,255
2025-07-01,345.20883969733313,255
2025-08-01,345.010671598463,255
2025-09-01,344.8125034995919,255
2025-10-01,344.6207279200398,255
2024-11-01,42.7830933078817,301
2024-12-01,42.81455972901904,301
2025-01-01,42.84707503086099,301
2025-02-01,42.879590332702946,301
2025-03-01,42.90895899243117,301
2025-04-01,42.94147429427312,301
2025-05-01,42.97294071541046,301
2025-06-01,43.00545601725241,301
2025-07-01,43.03692243838975,301
2025-08-01,43.069437740231706,301
2025-09-01,43.10195304207366,301
2025-10-01,43.133419463211,301
2024-11-01,40.00101852123407,337
2024-12-01,39.24774180000895,337
2025-01-01,38.46935585474421,337
2025-02-01,37.69096990947946,337
2025-03-01,36.98791163633723,337
2025-04-01,36.209525691072486,337
2025-05-01,35.456248969847366,337
2025-06-01,34.67786302458262,337
2025-07-01,33.92458630336114,337
2025-08-01,33.146200358092756,337
2025-09-01,32.36781441282801,337
2025-10-01,31.61453769160653,337
2024-11-01,39.86864373066305,342
2024-12-01,39.95254417107458,342
2025-01-01,40.03924129283337,342
2025-02-01,40.125938414592156,342
2025-03-01,40.20424549230961,342
2025-04-01,40.290942614067944,342
2025-05-01,40.374843054479925,342
2025-06-01,40.46154017623826,342
2025-07-01,40.545440616649785,342
2025-08-01,40.632137738408574,342
2025-09-01,40.71883486016736,342
2025-10-01,40.80273530057889,342
2024-11-01,324.6677769946206,377
2024-12-01,324.6989068008373,377
2025-01-01,324.73107426726114,377
2025-02-01,324.763241733685,377
2025-03-01,324.79229621948724,377
2025-04-01,324.8244636859111,377
2025-05-01,324.85559349212775,377
2025-06-01,324.8877609585516,377
2025-07-01,324.91889076476826,377
2025-08-01,324.9510582311921,377
2025-09-01,324.983225697616,377
2025-10-01,325.0143555038325,377
2024-11-01,213.35862794362504,426
2024-12-01,213.39303281372338,426
2025-01-01,213.42858451282484,426
2025-02-01,213.46413621192642,426
2025-03-01,213.49624742401807,426
2025-04-01,213.53179912311953,426
2025-05-01,213.56620399321787,426
2025-06-01,213.60175569231933,426
2025-07-01,213.63616056241756,426
2025-08-01,213.67171226151913,426
2025-09-01,213.7072639606206,426
2025-10-01,213.74166883071882,426
2024-11-01,4.404729713832154,52
2024-12-01,4.407279478965911,52
2025-01-01,4.409914236270794,52
2025-02-01,4.412548993575676,52
2025-03-01,4.414928774367191,52
2025-04-01,4.417563531672073,52
2025-05-01,4.42011329680583,52
2025-06-01,4.422748054110713,52
2025-07-01,4.425297819244477,52
2025-08-01,4.42793257654936,52
2025-09-01,4.430567333854242,52
2025-10-01,4.433117098987999,52
2024-11-01,139.00336989391553,55
2024-12-01,139.06336284907843,55
2025-01-01,139.1253555694134,55
2025-02-01,139.18734828974857,55
2025-03-01,139.24334171456712,55
2025-04-01,139.3053344349023,55
2025-05-01,139.3653273900652,55
2025-06-01,139.42732011040016,55
2025-07-01,139.48731306556306,55
2025-08-01,139.549305785898,55
2025-09-01,139.61129850623297,55
2025-10-01,139.6712914613961,55
2024-11-01,18.337593732738043,58
2024-12-01,18.341460073758853,58
2025-01-01,18.34545529281371,58
2025-02-01,18.349450511868554,58
2025-03-01,18.353059096821326,58
2025-04-01,18.35705431587617,58
2025-05-01,18.360920656896994,58
2025-06-01,18.36491587595185,58
2025-07-01,18.368782216972676,58
2025-08-01,18.37277743602752,58
2025-09-01,18.376772655082377,58
2025-10-01,18.380638996103187,58
2024-11-01,178.68066723971606,77
2024-12-01,178.85586693985806,77
2025-01-01,179.03690663000452,77
2025-02-01,179.217946320151,77
2025-03-01,179.38146604028316,77
2025-04-01,179.5625057304287,77
2025-05-01,179.7377054305707,77
2025-06-01,179.91874512071718,77
2025-07-01,180.09394482085827,77
2025-08-01,180.27498451100473,77
2025-09-01,180.4560242011512,77
2025-10-01,180.6312239012923,77
2024-11-01,43.81817707152423,91
2024-12-01,43.82124116523464,91
2025-01-01,43.82440739540205,91
2025-02-01,43.82757362556947,91
2025-03-01,43.830433446365845,91
2025-04-01,43.83359967653327,91
2025-05-01,43.836663770243675,91
2025-06-01,43.8398300004111,91
2025-07-01,43.842894094121505,91
2025-08-01,43.84606032428891,91
2025-09-01,43.84922655445634,91
2025-10-01,43.85229064816674,91
2024-11-01,16.401754769209703,94
2024-12-01,16.412329668204308,94
2025-01-01,16.42325706383204,94
2025-02-01,16.43418445945983,94
2025-03-01,16.444054365188123,94
2025-04-01,16.454981760815855,94
2025-05-01,16.46555665981046,94
2025-06-01,16.47648405543825,94
2025-07-01,16.487058954432854,94
2025-08-01,16.497986350060643,94
2025-09-01,16.508913745688375,94
2025-10-01,16.51948864468298,94
2024-11-01,31.549003537025385,97
2024-12-01,31.53308128626213,97
2025-01-01,31.51662829380672,97
2025-02-01,31.500175301351362,97
2025-03-01,31.485314533972314,97
2025-04-01,31.468861541516958,97
2025-05-01,31.452939290753704,97
2025-06-01,31.43648629829829,97
2025-07-01,31.420564047535038,97
2025-08-01,31.40411105507968,97
2025-09-01,31.387658062624325,97
2025-10-01,31.371735811861015,97
2024-11-01,50.71366752222889,98
2024-12-01,50.721601545400745,98
2025-01-01,50.72980003601165,98
2025-02-01,50.73799852662256,98
2025-03-01,50.745403614916285,98
2025-04-01,50.75360210552719,98
2025-05-01,50.76153612869905,98
2025-06-01,50.76973461930996,98
2025-07-01,50.777668642481785,98
2025-08-01,50.785867133092694,98
2025-09-01,50.7940656237036,98
2025-10-01,50.80199964687546,98
2024-11-01,3.1852546052041646,200
2024-12-01,3.1879216198968834,200
2025-01-01,3.1906775350793453,200
2025-02-01,3.193433450261807,200
2025-03-01,3.195922663974997,200
2025-04-01,3.198678579157459,200
2025-05-01,3.201345593850178,200
2025-06-01,3.2041015090326397,200
2025-07-01,3.2067685237253443,200
2025-08-01,3.209524438907806,200
2025-09-01,3.212280354090268,200
2025-10-01,3.2149473687829726,200
2024-11-01,1.8319933152246648,145
2024-12-01,1.8301196900607195,145
2025-01-01,1.8281836107246434,145
2025-02-01,1.8262475313885673,145
2025-03-01,1.8244988145688907,145
2025-04-01,1.8225627352328146,145
2025-05-01,1.8206891100688694,145
2025-06-01,1.8187530307327933,145
2025-07-01,1.816879405568848,145
2025-08-01,1.8149433262327719,145
2025-09-01,1.813007246896703,145
2025-10-01,1.8111336217327576,145
2024-11-01,117.59787962054077,149
2024-12-01,117.64056785308219,149
2025-01-01,117.6846790267083,149
2025-02-01,117.7287902003344,149
2025-03-01,117.76863255070646,149
2025-04-01,117.81274372433256,149
2025-05-01,117.85543195687399,149
2025-06-01,117.89954313050009,149
2025-07-01,117.94223136304151,149
2025-08-01,117.98634253666762,149
2025-09-01,118.03045371029395,149
2025-10-01,118.07314194283538,149
2024-11-01,24.185613371304328,151
2024-12-01,24.175316896869703,151
2025-01-01,24.16467720662061,151
2025-02-01,24.154037516371517,151
2025-03-01,24.144427473565884,151
2025-04-01,24.13378778331679,151
2025-05-01,24.123491308882166,151
2025-06-01,24.112851618633073,151
2025-07-01,24.102555144198476,151
2025-08-01,24.091915453949383,151
2025-09-01,24.081275763700262,151
2025-10-01,24.070979289265665,151
2024-11-01,1.0037182497136734,223
2024-12-01,1.0036753863984988,223
2025-01-01,1.0036310943061517,223
2025-02-01,1.0035868022138048,223
2025-03-01,1.0035467964529752,223
2025-04-01,1.0035025043606283,223
2025-05-01,1.0034596410454537,223
2025-06-01,1.0034153489531066,223
2025-07-01,1.003372485637932,223
2025-08-01,1.0033281935455851,223
2025-09-01,1.0032839014532382,223
2025-10-01,1.0032410381380636,223
2024-11-01,5.527015711049756,264
2024-12-01,5.532982387550902,264
2025-01-01,5.539147953268724,264
2025-02-01,5.545313518986575,264
2025-03-01,5.550882417054311,264
2025-04-01,5.557047982772133,264
2025-05-01,5.5630146592732785,264
2025-06-01,5.569180224991129,264
2025-07-01,5.575146901492246,264
2025-08-01,5.581312467210097,264
2025-09-01,5.587478032927947,264
2025-10-01,5.593444709429065,264
2024-11-01,158.43740850475433,266
2024-12-01,158.55268981457357,266
2025-01-01,158.67181383472052,266
2025-02-01,158.79093785486702,266
2025-03-01,158.89853374403174,266
2025-04-01,159.01765776417824,266
2025-05-01,159.13293907399748,266
2025-06-01,159.25206309414398,266
2025-07-01,159.36734440396322,266
2025-08-01,159.48646842410972,266
2025-09-01,159.60559244425667,266
2025-10-01,159.7208737540759,266
2024-11-01,9.0,267
2024-12-01,9.0,267
2025-01-01,9.0,267
2025-02-01,9.0,267
2025-03-01,9.0,267
2025-04-01,9.0,267
2025-05-01,9.0,267
2025-06-01,9.0,267
2025-07-01,9.0,267
2025-08-01,9.0,267
2025-09-01,9.0,267
2025-10-01,9.0,267
2024-11-01,35.8581382308459,273
2024-12-01,35.8594355086871,273
2025-01-01,35.86077602912301,273
2025-02-01,35.86211654955892,273
2025-03-01,35.86332734221071,273
2025-04-01,35.86466786264661,273
2025-05-01,35.865965140487816,273
2025-06-01,35.86730566092372,273
2025-07-01,35.86860293876492,273
2025-08-01,35.869943459200826,273
2025-09-01,35.871283979636736,273
2025-10-01,35.87258125747793,273
2006-11-01,8.81814939403381,314
2006-12-01,8.83824849902038,314
2007-01-01,8.859017574173208,314
2007-02-01,8.879786649325979,314
2007-03-01,8.89854581398015,314
2007-04-01,8.91931488913292,314
2007-05-01,8.939413994119548,314
2007-06-01,8.960183069272318,314
2007-07-01,8.980282174258889,314
2007-08-01,9.001051249411717,314
2007-09-01,9.021820324564487,314
2007-10-01,9.041919429551115,314
2024-11-01,15.296049423778111,316
2024-12-01,15.29688602610516,316
2025-01-01,15.297750515176446,316
2025-02-01,15.298615004247733,316
2025-03-01,15.299395833086312,316
2025-04-01,15.300260322157595,316
2025-05-01,15.301096924484646,316
2025-06-01,15.30196141355593,316
2025-07-01,15.302798015882981,316
2025-08-01,15.303662504954264,316
2025-09-01,15.30452699402555,316
2025-10-01,15.3053635963526,316
2024-11-01,74.38861481455291,318
2024-12-01,74.36974444928649,318
2025-01-01,74.35024507184448,318
2025-02-01,74.33074569440254,318
2025-03-01,74.31313335348716,318
2025-04-01,74.29363397604521,318
2025-05-01,74.27476361077873,318
2025-06-01,74.25526423333679,318
2025-07-01,74.23639386807031,318
2025-08-01,74.21689449062836,318
2025-09-01,74.19739511318636,318
2025-10-01,74.17852474791994,318
2024-11-01,6.6391063666601156,343
2024-12-01,6.643909287885194,343
2025-01-01,6.648872306484435,343
2025-02-01,6.653835325083691,343
2025-03-01,6.658318051560428,343
2025-04-01,6.66328107015967,343
2025-05-01,6.668083991384748,343
2025-06-01,6.673047009983989,343
2025-07-01,6.677849931209067,343
2025-08-01,6.682812949808309,343
2025-09-01,6.68777596840755,343
2025-10-01,6.692578889632628,343
2006-11-01,7.570764122573266,356
2006-12-01,7.57596794817961,356
2007-01-01,7.5813452346395,356
2007-02-01,7.586722521099389,356
2007-03-01,7.591579424998642,356
2007-04-01,7.596956711458532,356
2007-05-01,7.602160537064876,356
2007-06-01,7.6075378235247655,356
2007-07-01,7.6127416491311095,356
2007-08-01,7.618118935590999,356
2007-09-01,7.623496222050875,356
2007-10-01,7.628700047657219,356
2024-11-01,15.699331245492886,359
2024-12-01,15.641301614558188,359
2025-01-01,15.581337662592432,359
2025-02-01,15.521373710626449,359
2025-03-01,15.467212721754095,359
2025-04-01,15.407248769788339,359
2025-05-01,15.349219138853641,359
2025-06-01,15.289255186887885,359
2025-07-01,15.231225555953188,359
2025-08-01,15.171261603987432,359
2025-09-01,15.111297652021676,359
2025-10-01,15.053268021086978,359
2024-11-01,2.1145850792966243,360
2024-12-01,2.1154776819068424,360
2025-01-01,2.1164000379373995,360
2025-02-01,2.11732239396796,360
2025-03-01,2.1181554897374966,360
2025-04-01,2.1190778457680537,360
2025-05-01,2.1199704483782718,360
2025-06-01,2.1208928044088324,360
2025-07-01,2.1217854070190505,360
2025-08-01,2.1227077630496076,360
2025-09-01,2.1236301190801683,360
2025-10-01,2.1245227216903864,360
2024-11-01,54.9523637091703,34
2024-12-01,54.9670006837174,34
2025-01-01,54.982125557416055,34
2025-02-01,54.99725043111471,34
2025-03-01,55.01091160735865,34
2025-04-01,55.026036481057304,34
2025-05-01,55.04067345560435,34
2025-06-01,55.055798329303,34
2025-07-01,55.070435303850104,34
2025-08-01,55.08556017754876,34
2025-09-01,55.10068505124741,34
2025-10-01,55.11532202579451,34
2024-11-01,120.98321227584711,36
2024-12-01,121.07440286392875,36
2025-01-01,121.1686331382798,36
2025-02-01,121.26286341263085,36
2025-03-01,121.34797462817323,36
2025-04-01,121.44220490252428,36
2025-05-01,121.53339549060593,36
2025-06-01,121.62762576495697,36
2025-07-01,121.71881635303816,36
2025-08-01,121.81304662738921,36
2025-09-01,121.90727690174026,36
2025-10-01,121.9984674898219,36
2024-11-01,239.9775390943969,38
2024-12-01,240.18900844997552,38
2025-01-01,240.40752678407353,38
2025-02-01,240.62604511817153,38
2025-03-01,240.8234165167114,38
2025-04-01,241.0419348508085,38
2025-05-01,241.25340420638713,38
2025-06-01,241.47192254048514,38
2025-07-01,241.68339189606377,38
2025-08-01,241.90191023016177,38
2025-09-01,242.12042856425887,38
2025-10-01,242.3318979198375,38
2024-11-01,7.422581295690726,40
2024-12-01,7.424790616730604,40
2025-01-01,7.427073581805146,40
2025-02-01,7.4293565468796885,40
2025-03-01,7.431418579850245,40
2025-04-01,7.433701544924787,40
2025-05-01,7.435910865964665,40
2025-06-01,7.438193831039207,40
2025-07-01,7.440403152079085,40
2025-08-01,7.442686117153627,40
2025-09-01,7.4449690822281696,40
2025-10-01,7.4471784032680475,40
2024-11-01,4.862822408798081,42
2024-12-01,4.855728711085135,42
2025-01-01,4.848398556781774,42
2025-02-01,4.841068402478385,42
2025-03-01,4.834447617946296,42
2025-04-01,4.827117463642935,42
2025-05-01,4.820023765929989,42
2025-06-01,4.8126936116265995,42
2025-07-01,4.805599913913653,42
2025-08-01,4.798269759610264,42
2025-09-01,4.790939605306903,42
2025-10-01,4.783845907593957,42
2024-11-01,32.1178066120047,46
2024-12-01,32.13173619150041,46
2025-01-01,32.14613009031268,46
2025-02-01,32.1605239891249,46
2025-03-01,32.17352492998759,46
2025-04-01,32.187918828799866,46
2025-05-01,32.201848408295575,46
2025-06-01,32.21624230710779,46
2025-07-01,32.2301718866035,46
2025-08-01,32.24456578541577,46
2025-09-01,32.25895968422799,46
2025-10-01,32.272889263723755,46
2024-11-01,14.18164101349574,47
2024-12-01,14.18220073161734,47
2025-01-01,14.182779107009662,47
2025-02-01,14.18335748240198,47
2025-03-01,14.183879885982142,47
2025-04-01,14.184458261374461,47
2025-05-01,14.185017979496061,47
2025-06-01,14.185596354888382,47
2025-07-01,14.18615607300998,47
2025-08-01,14.186734448402301,47
2025-09-01,14.187312823794622,47
2025-10-01,14.187872541916223,47
2024-11-01,10.321801364398652,50
2024-12-01,10.23907442850691,50
2025-01-01,10.153589928085466,50
2025-02-01,10.068105427664022,50
2025-03-01,9.990893620831685,50
2025-04-01,9.90540912041024,50
2025-05-01,9.822682184518499,50
2025-06-01,9.737197684097055,50
2025-07-01,9.654470748205313,50
2025-08-01,9.568986247783869,50
2025-09-01,9.483501747362425,50
2025-10-01,9.400774811470683,50
2024-11-01,95.40557221192103,51
2024-12-01,94.92121389289423,51
2025-01-01,94.42071029656654,51
2025-02-01,93.92020670024067,51
2025-03-01,93.46813893581566,51
2025-04-01,92.96763533948797,51
2025-05-01,92.48327702046117,51
2025-06-01,91.98277342413348,51
2025-07-01,91.49841510510669,51
2025-08-01,90.99791150878082,51
2025-09-01,90.49740791245313,51
2025-10-01,90.01304959342633,51
2024-11-01,18.2387901686852,89
2024-12-01,18.23087206737719,89
2025-01-01,18.222690029358944,89
2025-02-01,18.214507991340668,89
2025-03-01,18.207117763453198,89
2025-04-01,18.19893572543495,89
2025-05-01,18.191017624126943,89
2025-06-01,18.182835586108666,89
2025-07-01,18.174917484800687,89
2025-08-01,18.16673544678241,89
2025-09-01,18.158553408764163,89
2025-10-01,18.150635307456156,89
2024-11-01,2.5425928036430676,95
2024-12-01,2.5449182936969024,95
2025-01-01,2.547321300085862,95
2025-02-01,2.549724306474829,95
2025-03-01,2.5518947638584066,95
2025-04-01,2.5542977702473664,95
2025-05-01,2.5566232603012082,95
2025-06-01,2.559026266690168,95
2025-07-01,2.5613517567440027,95
2025-08-01,2.5637547631329625,95
2025-09-01,2.5661577695219293,95
2025-10-01,2.568483259575764,95
2024-11-01,216.62786592918656,96
2024-12-01,216.77914308364598,96
2025-01-01,216.93546280992086,96
2025-02-01,217.09178253619575,96
2025-03-01,217.2329745470247,96
2025-04-01,217.38929427329958,96
2025-05-01,217.54057142775946,96
2025-06-01,217.69689115403435,96
2025-07-01,217.84816830849377,96
2025-08-01,218.00448803476866,96
2025-09-01,218.16080776104354,96
2025-10-01,218.31208491550296,96
2024-11-01,40.9985543833389,600
2024-12-01,41.01377971492178,600
2025-01-01,41.02951255755744,600
2025-02-01,41.045245400193096,600
2025-03-01,41.05945570967043,600
2025-04-01,41.07518855230609,600
2025-05-01,41.09041388388897,600
2025-06-01,41.10614672652463,600
2025-07-01,41.12137205810751,600
2025-08-01,41.13710490074317,600
2025-09-01,41.152837743378825,600
2025-10-01,41.16806307496171,600
2024-11-01,5.406639005231121,137
2024-12-01,5.407614838088815,137
2025-01-01,5.408623198708437,137
2025-02-01,5.409631559328055,137
2025-03-01,5.410542336661905,137
2025-04-01,5.411550697281523,137
2025-05-01,5.412526530139221,137
2025-06-01,5.413534890758839,137
2025-07-01,5.414510723616534,137
2025-08-01,5.415519084236152,137
2025-09-01,5.416527444855774,137
2025-10-01,5.417503277713468,137
2024-11-01,14.866605553104819,196
2024-12-01,14.982416515597379,196
2025-01-01,15.102087843506979,196
2025-02-01,15.221759171416124,196
2025-03-01,15.329849403076423,196
2025-04-01,15.449520730985569,196
2025-05-01,15.565331693478583,196
2025-06-01,15.685003021387729,196
2025-07-01,15.800813983880744,196
2025-08-01,15.92048531178989,196
2025-09-01,16.040156639699035,196
2025-10-01,16.15596760219205,196
2024-11-01,222.7543375391915,265
2024-12-01,222.59144079198677,265
2025-01-01,222.42311415320864,265
2025-02-01,222.25478751443052,265
2025-03-01,222.102750550373,265
2025-04-01,221.93442391159488,265
2025-05-01,221.77152716439014,265
2025-06-01,221.60320052561246,265
2025-07-01,221.44030377840772,265
2025-08-01,221.2719771396296,265
2025-09-01,221.10365050085147,265
2025-10-01,220.94075375364673,265
2024-11-01,12.650668458173485,311
2024-12-01,12.646984273203444,311
2025-01-01,12.643177282067754,311
2025-02-01,12.63937029093205,311
2025-03-01,12.63593171829335,311
2025-04-01,12.63212472715766,311
2025-05-01,12.628440542187619,311
2025-06-01,12.624633551051929,311
2025-07-01,12.620949366081888,311
2025-08-01,12.617142374946198,311
2025-09-01,12.613335383810494,311
2025-10-01,12.609651198840467,311
2024-11-01,11.060414286663764,312
2024-12-01,11.058239546948528,312
2025-01-01,11.055992315909457,312
2025-02-01,11.053745084870386,312
2025-03-01,11.051715327802832,312
2025-04-01,11.04946809676376,312
2025-05-01,11.047293357048531,312
2025-06-01,11.04504612600946,312
2025-07-01,11.042871386294223,312
2025-08-01,11.040624155255152,312
2025-09-01,11.038376924216081,312
2025-10-01,11.036202184500844,312
2024-11-01,8.154625624580547,357
2024-12-01,8.157984956294598,357
2025-01-01,8.161456265732468,357
2025-02-01,8.164927575170324,357
2025-03-01,8.168062951436795,357
2025-04-01,8.171534260874651,357
2025-05-01,8.174893592588717,357
2025-06-01,8.178364902026573,357
2025-07-01,8.181724233740638,357
2025-08-01,8.185195543178509,357
2025-09-01,8.188666852616365,357
2025-10-01,8.19202618433043,357
2024-11-01,9.190372059101861,362
2024-12-01,9.19285486242672,362
2025-01-01,9.195420425862402,362
2025-02-01,9.197985989298083,362
2025-03-01,9.200303272401285,362
2025-04-01,9.202868835836966,362
2025-05-01,9.205351639161819,362
2025-06-01,9.207917202597507,362
2025-07-01,9.21040000592236,362
2025-08-01,9.21296556935804,362
2025-09-01,9.215531132793728,362
2025-10-01,9.21801393611858,362
2024-11-01,2.073132548375753,390
2024-12-01,2.0691835100263205,390
2025-01-01,2.065102837065254,390
2025-02-01,2.0610221641041733,390
2025-03-01,2.057336394978037,390
2025-04-01,2.0532557220169707,390
2025-05-01,2.049306683667538,390
2025-06-01,2.0452260107064575,390
2025-07-01,2.041276972357039,390
2025-08-01,2.0371962993959585,390
2025-09-01,2.0331156264348778,390
2025-10-01,2.0291665880854595,390
